term,label,coef,std_err,p_value,odds_ratio,or_ci_low,or_ci_high,marginal_effect_pp,ame_ci_low_pp,ame_ci_high_pp
cohort_2023-08,cohort_2023-08,-0.6286351918509856,0.153644641899991,4.28614330101366e-05,0.5333191828924642,0.3946432225108502,0.7207252896209705,-11.322208766739529,-16.745205571687332,-5.899211961791725
cohort_2023-09,cohort_2023-09,-0.3950832385567335,0.1558639087193846,0.011251277271353806,0.6736239654284847,0.49630189103185696,0.9143008620341314,-7.1157564278381615,-12.617522471542554,-1.613990384133769
cohort_2023-10,cohort_2023-10,-0.3351372848875009,0.15319247204626324,0.028692359553925906,0.71523988798458,0.5297293767216197,0.9657159293867725,-6.036083175429447,-11.443623996711004,-0.6285423541478887
cohort_2023-11,cohort_2023-11,-0.4438176927215621,0.1535712835465644,0.00385268294246335,0.6415823753029051,0.4748236165288286,0.866907057632265,-7.993501853707071,-13.41425950100365,-2.572744206410491
cohort_2023-12,cohort_2023-12,-0.3333414407249639,0.15308258684185513,0.029441281883871056,0.7165255013973876,0.5307958485916728,0.9672434242185065,-6.003738625228642,-11.407404857288746,-0.6000723931685394
cohort_2024-01,cohort_2024-01,-0.5514830038279935,0.15291027418592298,0.0003102602730043191,0.5760948257325825,0.4269101821644161,0.7774123506570182,-9.932637850362902,-15.329866606142822,-4.535409094582981
cohort_2024-02,cohort_2024-02,-0.5067524370502151,0.1533803904539833,0.0009535213216508825,0.6024488960491218,0.44602847742367574,0.8137253353131754,-9.127005550616266,-14.540916333261292,-3.713094767971239
cohort_2024-03,cohort_2024-03,-0.5979462413371828,0.1530679570910831,9.367740260728073e-05,0.549939920961735,0.40740238360928727,0.7423469494411298,-10.769476897678604,-16.17217849816971,-5.366775297187497
cohort_2024-04,cohort_2024-04,-0.6113446714103236,0.15289256469950974,6.373857441536067e-05,0.5426207317025217,0.4021184460985659,0.7322152498351406,-11.01079304478728,-16.407273879942846,-5.614312209631714
cohort_2024-05,cohort_2024-05,-0.6234268001441855,0.1528575169313152,4.5330495994848276e-05,0.5361041644433654,0.39731652328212524,0.7233720680915088,-11.228401580938302,-16.623618891791452,-5.833184270085151
cohort_2024-06,cohort_2024-06,-0.5860370079028729,0.15267918081158097,0.00012386095623870941,0.5565284380789712,0.4125975140356886,0.7506683677299836,-10.554982340353632,-15.94398141069446,-5.165983270012805
cohort_2024-07,cohort_2024-07,-0.6349005472839149,0.15242587039331315,3.1093384772702824e-05,0.5299881944620728,0.39311630730056024,0.7145149693686277,-11.435052691370396,-16.815004839458496,-6.055100543282299
cohort_2024-08,cohort_2024-08,-1.0778475977646997,0.15322566930137974,2.001488365007064e-12,0.3403272590232148,0.25204077699158,0.45953930398382986,-19.41287360112272,-24.81990172352269,-14.005845478722748
cohort_2024-09,cohort_2024-09,-0.9094703329047178,0.1542652816358308,3.735578216360177e-09,0.40273748434365925,0.29765364635593755,0.5449201892238928,-16.38026809473342,-21.8244864522685,-10.93604973719834
cohort_2024-10,cohort_2024-10,-0.7824065113136758,0.15335510590850762,3.3621295458424043e-07,0.45730417837122467,0.3385860545529877,0.6176483311809084,-14.091749835809022,-19.504163547644417,-8.679336123973629
cohort_2024-11,cohort_2024-11,-0.8077994817277379,0.15326780109554852,1.3604519697477213e-07,0.44583806238050233,0.330153080471318,0.602058831568191,-14.549096983984183,-19.958364271939992,-9.139829696028373
cohort_2024-12,cohort_2024-12,-0.6761137765628554,0.15308444185443554,1.0026240430707587e-05,0.5085896498060566,0.376757411606112,0.6865516746894729,-12.177335006927283,-17.580446125325757,-6.774223888528807
cohort_2025-01,cohort_2025-01,-0.8159305588675901,0.15293721041321293,9.550827061284925e-08,0.4422276170002043,0.3276917224365794,0.5967964762232545,-14.695544007742148,-20.09311758115542,-9.29797043432888
cohort_2025-02,cohort_2025-02,-0.9096043016304954,0.15381375830436178,3.3456135039504933e-09,0.40268353372998705,0.29787726842489365,0.5443652320121731,-16.382680975687805,-21.810956809678633,-10.954405141696977
cohort_2025-03,cohort_2025-03,-1.0755152411056208,0.1543795765791704,3.2447578633424584e-12,0.34112194996316414,0.25205860697496496,0.46165527193534395,-19.37086604355236,-24.818653968123982,-13.923078118980737
cohort_2025-04,cohort_2025-04,-1.2561413384850149,0.15641110333735503,9.666237100999682e-16,0.28475066579463765,0.20956916145801388,0.38690302097111745,-22.624082550934922,-28.143074134693308,-17.10509096717653
cohort_2025-05,cohort_2025-05,-1.278534202532741,0.15745020409001537,4.652442521512973e-16,0.2784451456602143,0.2045115283154197,0.3791067417097398,-23.027395449926072,-28.58301551716972,-17.471775382682424
cohort_2025-06,cohort_2025-06,-1.1605945475024668,0.1560762724305492,1.037225728997166e-13,0.3132998538523276,0.23073199880821788,0.4254147622821782,-20.903210527669323,-26.410663624409914,-15.395757430928732
cohort_2025-07,cohort_2025-07,-1.2162471718445291,0.15656597199228098,7.95636010358197e-15,0.29634019657928434,0.21803256684485797,0.40277245449821186,-21.905557579481748,-27.430140756474795,-16.380974402488693
cohort_2025-08,cohort_2025-08,-1.0399715634252973,0.15589266556674614,2.5393751420866636e-11,0.35346473314215765,0.260405415141398,0.4797800287963166,-18.73069676214506,-24.232020044684834,-13.229373479605291
cohort_2025-09,cohort_2025-09,-1.006059007170525,0.15524064536229779,9.133330285493371e-11,0.36565719609741915,0.2697323572616792,0.49569575713941194,-18.119905246322336,-23.598298730706247,-12.641511761938423
cohort_2025-10,cohort_2025-10,-0.9598704179232612,0.1551041222932796,6.07181575817678e-10,0.3829425052452598,0.2825587143816991,0.5189893457875026,-17.288012827829238,-22.761716299862815,-11.814309355795661
cohort_2025-11,cohort_2025-11,-1.0620746823404905,0.1553297789317918,8.056059625380009e-12,0.3457377696892795,0.2549939512295783,0.4687742780302145,-19.12879112593248,-24.610170841933034,-13.647411409931923
cohort_2025-12,cohort_2025-12,-1.0185316670044318,0.15516831427989375,5.236768216311756e-11,0.36112480253376433,0.2664267387858888,0.4894821127914414,-18.344547551345403,-23.820352409283874,-12.868742693406931
cohort_2026-01,cohort_2026-01,-1.0401535861816682,0.15492062311186217,1.892218767268884e-11,0.3534004003723428,0.26085451837074886,0.4787796805797521,-18.7339751335673,-24.200971250563057,-13.26697901657154
cohort_2026-02,cohort_2026-02,-1.0429966370383474,0.15501856210329962,1.7176902339406174e-11,0.35239709196553276,0.2600640230716678,0.47751207167760346,-18.785180690862287,-24.25563093659295,-13.314730445131625
cohort_2026-03,cohort_2026-03,-1.0234039540550883,0.1545905610931106,3.589719707793117e-11,0.35936957828519434,0.2654321872582252,0.48655174465046497,-18.43230123086264,-23.88769483690439,-12.97690762482089
cohort_2026-04,cohort_2026-04,-1.1138330499139029,0.15605439397940832,9.506659984541834e-13,0.32829816302241294,0.2417879826110284,0.44576112791047706,-20.060999584332667,-25.567824915903653,-14.554174252761682
cohort_2026-05,cohort_2026-05,-1.1367973447513624,0.15659283555400252,3.883100803930779e-13,0.32084493382948664,0.2360495206574413,0.4361011675742308,-20.47460439631456,-26.000376991314223,-14.948831801314899
cohort_2026-06,cohort_2026-06,-1.2984981211441757,0.15748433622426017,1.6481178520980804e-16,0.2729414102922641,0.200455751317876,0.3716381942775749,-23.386961152341023,-28.943742570320175,-17.830179734361874
cohort_2026-07,cohort_2026-07,-1.2604184484564973,0.15749281411232316,1.2140228795075812e-15,0.28353535674052266,0.2082327796854088,0.38606937218736403,-22.70111662831848,-28.25831101623908,-17.14392224039788
cohort_2026-08,cohort_2026-08,-1.1061741987588665,0.17233336648785635,1.373486006638228e-10,0.33082220307308563,0.23599577175495084,0.46375123262704787,-19.923057717865564,-26.004743407952404,-13.841372027778728
